Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
982,house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,0,0
983,flat,m3m skycity,sector 65,2.8,15317.0,3,3,0,14.0,Relatively New,1828.0,0,0,0,0,0,0,39
984,flat,mittal cosmos executive apartments,sector 2,0.75,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,1,42
985,flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1676.0,0,0,0,0,0,0,101
986,flat,indiabulls centrum park,sector 103,2.36,9183.0,4,6,3+,8.0,Relatively New,2729.0,0,1,0,0,0,1,159
987,flat,puri emerald bay,sector 104,1.59,10905.0,2,2,2,12.0,Relatively New,1403.0,0,0,0,0,0,0,121
988,flat,ss,sector 85,1.18,7169.0,2,2,3,4.0,Relatively New,1630.0,0,0,0,0,0,0,49
989,flat,eldeco accolade,sohna road,0.95,6177.0,2,2,3+,8.0,Under Construction,1050.0,1,0,0,0,1,0,72
990,flat,parsvnath exotica,sector 53,6.5,19174.0,4,5,3+,10.0,Relatively New,3000.0,1,1,0,1,0,1,174
991,flat,ramprastha primera,sector 37d,1.1,6111.0,3,3,3,6.0,Relatively New,1700.0,0,0,0,0,0,0,149
992,flat,mapsko royale ville,sector 82,1.15,6425.0,3,4,2,15.0,Relatively New,1620.0,0,1,0,1,0,1,104
993,flat,sanskriti apartment,sector 10a,1.1,6667.0,3,3,3,2.0,Moderately Old,1833.0,0,0,0,0,0,0,22
994,house,independent,sector 38,3.5,24306.0,3,3,2,1.0,Relatively New,1440.0,0,0,0,0,0,0,0
995,flat,emaar palm gardens,sector 83,1.3,11872.0,3,3,3,16.0,Relatively New,1387.0,0,1,0,0,0,1,174
996,house,unitech espace,sector 50,11.29,34846.0,5,5,3+,2.0,Moderately Old,3240.0,1,0,0,1,0,0,21
997,flat,ansal plaza,sector 2,1.0,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0
998,flat,experion the heartsong,sector 108,0.97,9238.0,2,2,3,10.0,Relatively New,1167.0,0,1,0,0,0,0,165
999,flat,emaar palm gardens,sector 83,1.55,9012.0,3,3,3,4.0,Relatively New,1400.0,0,1,0,0,0,1,174
1000,flat,emaar palm gardens,sector 83,1.8,9474.0,3,4,3,4.0,Relatively New,1551.0,1,1,1,1,0,1,174
1001,flat,divya apartments,sector 6,0.6,7595.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,1,15
1002,flat,pioneer park,sector 61,1.6,11594.0,2,2,2,21.0,Relatively New,1533.0,0,1,0,0,0,0,105
1003,house,unitech uniworld resorts,sector 33,10.0,20202.0,5,6,3,4.0,New Property,4950.0,1,1,0,0,0,0,26
1004,flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3,4,3+,2.0,Moderately Old,2200.0,0,1,0,0,0,1,123
1005,house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,0,0
1006,flat,krrish florence estate,sector 70,1.65,7765.0,3,4,3+,27.0,New Property,1923.0,1,1,0,0,0,0,81
1007,flat,sare crescent parc royal greens phase 1,sector 92,0.65,4511.0,3,3,3,1.0,Moderately Old,1304.0,0,0,0,0,0,0,91
1008,house,satya the hermitage,sector 103,4.35,13501.0,4,4,3+,2.0,Relatively New,3222.0,1,1,1,1,0,0,138
1009,flat,godrej oasis,sector 88a,2.65,16751.0,3,3,3+,10.0,New Property,1582.0,0,0,0,0,0,0,110
1010,house,house number b-34,sector 5,0.8,8889.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,0,0,0
1011,flat,shree vardhman flora,sector 90,1.25,4854.0,4,5,2,8.0,Relatively New,2330.0,1,1,0,0,0,0,165
1012,flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,200.0,0,0,0,0,0,0,49
1013,flat,vatika sovereign park,sector 99,3.25,9673.0,4,4,3+,2.0,New Property,3041.0,0,1,0,0,0,0,123
1014,flat,birla navya,sector 63a,3.7,15417.0,3,3,3+,1.0,Under Construction,2667.0,0,0,0,0,0,0,72
1015,flat,m3m merlin,sector 67,2.98,14558.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
1016,flat,ss the leaf,sector 85,1.65,6852.0,3,4,3,9.0,New Property,2179.0,0,0,0,1,0,0,21
1017,flat,satya the hermitage,sector 103,0.89,6138.0,2,3,3,1.0,Relatively New,1257.0,0,1,0,0,0,0,75
1019,flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,1,119
1021,flat,chintels paradiso,sector 109,1.97,7490.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,0,49
1022,flat,parsvnath green ville,sector 48,1.42,8606.0,3,3,3,1.0,Moderately Old,1493.0,0,0,1,0,0,2,174
1023,house,emaar mgf marbella,sector 66,12.0,37037.0,5,5,3+,3.0,New Property,3240.0,0,1,1,1,0,1,106
1024,house,independent,sector 50,13.2,27155.0,6,6,0,2.0,Moderately Old,4861.0,0,0,0,0,0,0,0
1025,house,independent,sector 21,0.45,8411.0,3,2,1,1.0,Old Property,594.0,0,0,0,0,0,0,0
1026,flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2470.0,0,1,0,0,0,1,174
1027,house,dlf south city 1,sector 41,2.65,18929.0,3,3,3,4.0,New Property,1400.0,0,1,0,0,0,1,22
1028,flat,ansal sushant residency,sector 57,1.5,6775.0,3,2,3+,1.0,Moderately Old,273.0,0,0,0,0,0,0,87
1029,flat,apna enclave,sector 3,0.55,5789.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,0,66
1030,flat,experion the heartsong,sector 108,1.25,9259.0,3,3,3,1.0,Relatively New,1500.0,0,1,0,1,0,0,174
1031,flat,corona gracieux,sector 76,0.75,5660.0,2,2,3,13.0,Relatively New,1199.0,0,0,0,0,0,1,0
1032,flat,la vida by tata housing,sector 113,3.72,13985.0,5,4,3+,0.0,New Property,2956.0,0,0,0,1,0,2,44
1033,flat,bestech park view ananda,sector 81,0.87,7952.0,2,2,3,8.0,Relatively New,1300.0,0,0,0,0,0,0,95
1034,flat,satya the hermitage,sector 103,0.8,5517.0,2,2,0,10.0,Relatively New,1450.0,0,0,0,0,0,0,61
1035,flat,the close north,sector 50,2.92,11209.0,3,3,3,10.0,Moderately Old,2600.0,0,1,0,0,0,1,174
1036,house,independent,sector 9a,4.5,14286.0,9,9,3+,3.0,Relatively New,3150.0,1,0,0,1,1,1,38
1037,house,independent,sector 110,19.5,27083.0,8,9,3+,2.0,New Property,7200.0,1,1,0,1,0,0,122
1038,flat,ashiana anmol,sohna road,0.99,8216.0,2,2,2,6.0,Under Construction,1045.0,0,0,0,0,0,0,49
1039,flat,parsvnath exotica,sector 53,6.44,19003.0,4,4,3,7.0,Moderately Old,3068.0,0,1,0,0,0,1,80
1040,house,independent,sector 28,0.45,10000.0,5,3,0,1.0,Moderately Old,50.0,0,0,0,0,0,0,0
1041,flat,emaar digihomes,sector 62,2.1,14257.0,2,2,2,30.0,New Property,1365.0,0,1,0,0,0,0,52
1042,flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,18.0,Relatively New,1058.0,1,0,0,0,0,1,102
1043,flat,bestech park view spa next,sector 67,2.35,12145.0,3,4,3+,14.0,Moderately Old,1751.0,0,1,0,0,0,1,156
1044,flat,adani m2k oyster grande,sector 102,1.8,9529.0,3,4,3,17.0,Relatively New,1710.0,0,1,0,0,0,0,49
1045,flat,bestech altura,sector 79,1.72,8398.0,3,4,3,9.0,New Property,2050.0,0,0,0,0,0,0,49
1046,house,satya the legend,sector 57,9.25,16577.0,5,5,3+,4.0,Relatively New,5580.0,1,1,1,1,0,1,160
1047,flat,antriksh heights,sector 84,0.54,4459.0,2,2,3+,17.0,Relatively New,1086.0,0,0,0,0,0,0,81
1048,flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1652.0,0,0,0,0,0,0,60
1049,flat,sare crescent parc royal greens phase 1,sector 92,0.95,5008.0,4,5,3+,4.0,Moderately Old,1717.0,0,1,0,0,0,0,37
1050,flat,pyramid urban homes 2,sector 86,0.41,8283.0,2,2,1,7.0,New Property,557.0,1,1,0,1,1,0,49
1051,flat,smart world gems,sector 89,0.95,8597.0,2,2,2,4.0,New Property,1226.0,1,1,0,0,0,0,38
1052,flat,shree vardhman victoria,sector 70,1.64,8384.0,3,5,3,3.0,Relatively New,1527.0,0,1,0,0,0,0,51
1053,house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,0,0
1054,flat,indiabulls enigma,sector 110,3.45,10147.0,4,4,3,9.0,Moderately Old,3077.0,0,1,0,0,0,1,125
1055,flat,lotus homz,sector 111,0.6,8451.0,2,2,3,9.0,New Property,789.0,0,0,0,0,0,0,52
1056,flat,m3m golfestate,sector 65,6.1,18139.0,3,3,3,19.0,Moderately Old,3027.0,1,1,0,0,0,1,174
1057,flat,tata primanti,sector 72,3.9,13425.0,4,4,3+,39.0,Relatively New,2509.0,0,1,0,0,1,0,49
1058,flat,puri emerald bay,sector 104,1.5,9677.0,2,2,2,7.0,Under Construction,1403.0,0,0,0,0,1,0,43
1059,flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6065.0,3,3,2,5.0,Moderately Old,1722.0,0,0,0,0,0,1,85
1060,flat,indiabulls centrum park,sector 103,2.45,8522.0,4,4,3,11.0,Relatively New,2602.0,1,1,1,1,0,0,38
1061,flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,156
1062,house,independent,sector 4,0.7,6648.0,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0
1063,flat,chd avenue,sector 71,0.79,6594.0,2,2,2,8.0,Relatively New,1084.0,0,0,0,0,1,0,0
1064,flat,ats tourmaline,sector 109,1.5,8571.0,3,3,3+,7.0,Relatively New,1466.0,0,0,0,0,0,0,165
1065,house,independent,sector 11,1.8,8079.0,8,5,2,1.0,Moderately Old,2476.0,0,0,0,0,0,0,0
1066,flat,m3m golfestate,sector 65,5.9,17481.0,3,3,3,18.0,Relatively New,3043.0,1,1,0,0,0,0,76
1067,house,nirvana country,sector 50,10.0,14286.0,5,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,2,0
1068,flat,ambience creacions,sector 22,4.78,15469.0,3,4,3,7.0,Relatively New,2500.0,0,1,0,0,1,2,111
1069,house,nul,sector 25,15.0,23438.0,5,5,3,2.0,Moderately Old,6400.0,1,1,0,1,0,1,112
1070,flat,landmark the residency,sector 103,0.9,6667.0,2,2,2,1.0,Relatively New,1222.0,0,0,0,0,0,0,44
1071,house,smart world orchard,sector 61,2.01,13001.0,3,3,3,4.0,Under Construction,1549.0,0,0,0,0,0,0,145
1072,house,independent,sector 54,3.51,12342.0,4,4,3,4.0,New Property,2844.0,0,1,0,0,0,0,73
1073,house,independent,sector 110,0.34,6800.0,1,1,0,1.0,New Property,500.0,0,0,0,0,0,0,0
1074,house,international city by sobha phase 1,sector 109,6.0,9634.0,5,5,3+,2.0,Relatively New,6228.0,1,1,1,1,0,0,160
1075,flat,shree vardhman flora,sector 90,0.7,5178.0,2,2,3,9.0,New Property,1224.0,1,0,0,0,0,0,97
1076,flat,la vida by tata housing,sector 113,2.4,10825.0,3,4,3+,5.0,Relatively New,1940.0,0,1,0,0,0,0,49
1077,flat,vatika the seven lamps,sector 82,1.28,6819.0,3,3,3,3.0,Relatively New,1800.0,1,0,0,0,0,1,165
1078,flat,tulip violet,sector 69,1.5,10714.0,3,3,2,8.0,Relatively New,1492.0,0,0,0,1,0,1,174
1079,flat,microtek greenburg,sector 86,1.45,9797.0,3,2,3,8.0,Relatively New,1480.0,0,0,0,0,0,2,72
1080,flat,umang winter hills,sector 77,0.86,6408.0,2,2,2,16.0,New Property,1214.0,0,0,0,0,0,1,79
1081,flat,ss the leaf,sector 85,2.0,8306.0,3,4,3,8.0,Relatively New,2179.0,0,1,0,0,0,0,21
1082,flat,supertech araville,sector 79,0.71,6063.0,2,2,3+,17.0,New Property,1280.0,0,0,0,0,1,0,53
1083,flat,dlf the primus,sector 82a,1.85,10176.0,3,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,0,38
1084,flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,0,0.0,Relatively New,2194.0,0,0,1,0,0,0,50
1085,flat,dlf the arbour,sector 63,7.8,19747.0,4,4,0,6.0,New Property,3950.0,0,0,0,0,0,0,61
1086,flat,emaar gurgaon greens,sector 102,1.42,8606.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,128
1087,flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,1,149
1088,house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderately Old,3510.0,0,1,0,0,0,0,7
1089,flat,prime habitat,sector 99a,0.27,5433.0,2,2,1,4.0,New Property,552.0,0,0,0,0,0,0,7
1090,flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0
1091,flat,the close south,sector 50,3.1,12445.0,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,1,165
1092,flat,sare homes,sector 92,0.68,5239.0,3,3,2,11.0,Relatively New,1442.0,0,0,0,1,0,0,100
1093,flat,bestech park view grand spa,sector 81,4.7,6786.0,4,4,3+,19.0,Relatively New,6268.0,0,1,0,0,0,1,140
1094,flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,1950.0,0,1,0,1,0,0,49
1095,house,independent,sector 2,6.0,20000.0,4,4,1,2.0,Relatively New,3000.0,0,0,0,0,0,0,0
1096,flat,the nav manesar apartment,sector 1,0.85,3953.0,3,3,3+,5.0,Moderately Old,1946.0,0,1,0,0,0,0,5
1097,house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1800.0,0,1,1,0,0,0,89
1098,flat,smart world orchard,sector 61,1.47,12250.0,2,2,2,2.0,Under Construction,1333.0,1,0,0,0,0,0,76
1099,flat,suncity vatsal valley,gwal pahari,1.38,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,0,133
1100,flat,unitech south park,sector 70,1.13,7001.0,3,3,2,1.0,Under Construction,1457.0,0,0,0,0,0,0,46
1101,flat,la vida by tata housing,sector 113,1.45,11364.0,2,2,2,6.0,Relatively New,1080.0,0,0,0,0,0,0,80
1102,flat,godrej,sector 79,1.41,8998.0,2,2,3,3.0,New Property,1747.0,1,0,0,0,0,0,104
1103,house,dlf city plots,sector 26,13.5,29880.0,5,5,2,2.0,Moderately Old,4518.0,1,1,0,0,1,1,104
1104,house,shivpuri,sector 7,2.8,12444.0,10,7,3,1.0,Old Property,2250.0,1,1,0,1,1,1,0
1105,flat,suncity heights,sector 54,3.85,16446.0,3,3,3+,8.0,Old Property,2119.0,0,1,0,0,0,0,67
1106,flat,pareena laxmi apartments,sector 99a,0.32,6107.0,2,2,2,2.0,New Property,473.0,0,0,0,0,0,0,50
1107,house,independent,sector 105,1.2,10118.0,6,2,1,2.0,Old Property,1185.51,0,0,0,0,0,0,9
1108,house,independent,sector 9,0.22,7407.0,2,2,2,1.0,Old Property,37.0,0,0,0,0,0,0,0
1109,house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2034.0,1,1,1,0,0,0,46
1110,flat,signature global solera,sector 107,0.49,8221.0,2,2,1,8.0,Relatively New,598.0,0,0,0,0,1,2,49
1112,flat,m3m woodshire,sector 107,0.82,6003.0,2,2,3+,7.0,Relatively New,1236.0,0,0,0,0,0,0,111
1113,flat,global hill view,sector 11,0.33,4269.0,2,2,0,11.0,Relatively New,761.0,0,0,0,0,0,0,0
1114,flat,ashiana mulberry,sohna road,0.95,6485.0,2,2,3+,3.0,New Property,1175.97,1,0,0,0,0,0,89
1115,flat,m3m golfestate,sector 65,6.15,15999.0,3,5,3+,1.0,Relatively New,4271.0,0,1,0,0,0,2,49
1116,flat,hero homes,sector 104,1.4,15819.0,3,2,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,49
1117,flat,shree vardhman flora,sector 90,0.65,5000.0,2,2,2,12.0,Old Property,1176.0,1,0,0,0,0,0,103
1118,flat,bptp astaire gardens,sector 70a,1.2,7059.0,3,3,3+,2.0,Relatively New,1450.0,0,0,0,0,0,2,38
1119,flat,mapsko mount ville,sector 79,1.28,8556.0,3,3,3,16.0,Relatively New,1265.0,1,0,0,0,0,1,128
1120,flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,2,174
1121,flat,puri emerald bay,sector 104,2.49,10163.0,3,3,3+,14.0,Relatively New,2217.0,0,1,0,0,0,1,129
1122,flat,m3m merlin,sector 67,3.5,14583.0,3,4,3,17.0,Relatively New,2225.0,0,1,1,0,0,1,167
1123,flat,bptp pedestal,sector 70a,1.6,10159.0,3,3,3,2.0,New Property,1750.0,0,1,0,0,1,0,77
1124,flat,vatika sovereign park,sector 99,3.2,9922.0,4,4,0,5.0,Under Construction,3225.0,0,0,0,0,0,0,23
1126,flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,2,112
1127,flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3,3,2,2.0,New Property,195.0,0,0,0,0,0,0,0
1128,flat,the close north,sector 50,2.75,12500.0,3,3,3,3.0,Moderately Old,2400.0,0,1,0,0,0,0,110
1129,flat,satya the hermitage,sector 103,0.99,6653.0,3,4,3+,2.0,Relatively New,1731.0,0,1,0,1,0,0,174
1130,flat,ats tourmaline,sector 109,1.75,8140.0,3,4,3+,2.0,Relatively New,1946.0,0,1,0,0,1,0,65
1131,flat,chd avenue,sector 71,1.3,5532.0,4,4,3,5.0,Moderately Old,2127.0,0,1,0,0,0,0,126
1132,house,independent,sector 14,4.5,20000.0,5,5,1,1.0,Relatively New,2778.0,0,0,0,0,0,0,0
1133,house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,0,0
1135,house,sheetla enclave,sector 5,0.96,10000.0,7,4,2,3.0,Moderately Old,945.0,0,0,1,1,0,1,0
1136,flat,ss the leaf,sector 85,1.04,5974.0,2,3,3+,4.0,Relatively New,1576.0,0,0,1,0,0,0,113
1137,flat,emaar palm gardens,sector 83,1.8,9474.0,3,3,3,6.0,Relatively New,1549.0,0,1,0,0,0,1,97
1138,flat,ss the leaf,sector 85,1.58,7715.0,3,4,3,8.0,Relatively New,2227.0,0,1,0,0,0,0,159
1139,flat,emaar mgf the palm drive,sector 66,3.0,14286.0,4,5,3+,10.0,Relatively New,2100.0,0,1,0,0,0,1,49
1140,flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0
1141,flat,tata primanti,sector 72,3.85,13253.0,4,5,3+,13.0,Relatively New,2629.0,0,1,0,0,0,1,174
1143,flat,mapsko royale ville,sector 82,1.12,8000.0,3,4,2,6.0,Relatively New,1500.0,0,1,0,1,0,0,174
1144,house,rwa sector 46,sector 46,4.5,24390.0,6,6,3+,3.0,Moderately Old,1845.0,0,0,1,0,0,1,80
1145,flat,gls arawali homes,sohna road,0.27,4600.0,2,2,2,5.0,New Property,521.0,0,0,0,0,0,0,42
1146,flat,signature the roselia,sector 95,0.48,7164.0,2,2,2,6.0,Relatively New,744.0,0,0,0,0,0,0,16
1147,flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3,2.0,Old Property,1900.0,0,1,0,0,0,2,21
1148,house,unitech espace,sector 50,7.35,41761.0,4,4,3+,3.0,Moderately Old,1760.0,0,1,0,1,0,1,52
1149,flat,shapoorji pallonji joyville gurugram,sector 102,1.99,20665.0,2,2,2,14.0,New Property,1145.0,0,0,0,0,0,0,152
1150,flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4,4,3+,2.0,Relatively New,1975.0,0,1,0,0,0,0,87
1151,flat,pioneer araya,sector 62,9.14,19488.0,4,6,3,16.0,Relatively New,3932.0,1,1,1,0,0,1,146
1152,flat,breez global heights,sohna road,0.4,6689.0,2,2,2,7.0,Relatively New,762.0,0,0,0,0,0,0,57
1153,flat,sare crescent parc,sector 92,0.8,6033.0,3,2,2,3.0,Relatively New,1473.0,0,0,0,0,0,0,15
1154,flat,hcbs sports ville,sohna road,0.22,4603.0,1,1,1,9.0,Relatively New,477.809521,0,0,0,0,0,1,44
1155,flat,tulip violet,sector 69,1.68,8358.0,4,4,2,7.0,Relatively New,1819.0,0,0,0,0,0,0,127
1156,flat,signature global park,sohna road,0.65,7908.0,2,1,2,3.0,New Property,913.0,0,0,0,0,0,0,87
1157,house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,0,0
1158,flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,0,45
1159,flat,emaar mgf emerald floors premier,sector 65,2.35,14242.0,3,3,3,3.0,Relatively New,1833.0,1,1,0,0,0,1,124
1160,flat,the close north,sector 50,2.35,11768.0,3,3,3+,8.0,Moderately Old,1950.0,0,0,0,0,0,1,165
1162,flat,sbtl caladium,sector 109,1.68,6601.0,3,3,3+,7.0,Moderately Old,2303.0,0,1,0,0,0,0,134
1163,flat,m3m golfestate,sector 65,6.15,18287.0,3,3,3,23.0,Moderately Old,3027.0,1,1,0,0,0,1,60
1164,flat,m3m skycity,sector 65,1.8,13699.0,2,2,3,13.0,New Property,1456.0,0,0,0,0,0,0,73
1165,flat,breez global hill view,sohna road,0.35,6318.0,2,2,2,14.0,New Property,616.0,0,0,0,0,0,0,53
1166,flat,hector trimurti heights,sector 39,1.5,6383.0,4,3,3,10.0,Old Property,2611.0,0,1,0,0,0,2,49
1167,flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0,0,0
1168,flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4.0,Relatively New,2130.0,0,1,0,0,0,2,82
1169,flat,ild greens,sector 37c,1.0,4724.0,3,3,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51
1170,flat,ats tourmaline,sector 109,2.3,8897.0,3,4,3+,10.0,New Property,2339.0,0,1,0,0,1,0,74
1171,flat,tulip violet,sector 69,1.4,8872.0,3,3,2,11.0,Relatively New,1428.0,0,0,0,1,0,0,126
1172,flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,1131.0,0,0,0,0,0,0,72
1173,flat,dlf the primus,sector 82a,1.87,10395.0,3,3,3,31.0,Moderately Old,1668.0,0,0,0,1,0,0,38
1174,flat,bptp terra,sector 37d,1.65,7531.0,4,3,3+,6.0,Relatively New,2091.0,0,0,0,0,0,1,149
1175,house,vatika independent floors,sector 82,1.4,8235.0,3,3,2,3.0,New Property,1700.0,0,0,0,1,0,0,61
1176,flat,birla navya,sector 63a,3.15,14631.0,3,3,3,4.0,Under Construction,2153.0,0,0,0,0,1,0,44
1177,house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,0
1178,flat,ss the leaf,sector 85,1.09,6667.0,2,2,3,9.0,Relatively New,1638.0,0,0,1,0,0,0,174
1179,house,independent,sector 31,3.69,23699.0,4,4,2,2.0,Moderately Old,1557.0,1,1,0,1,0,1,75
1180,house,dlf city plots phase 2,sector 25,4.25,31481.0,3,2,3,2.0,Old Property,1350.0,1,0,0,0,0,0,35
1182,house,dlf city plots phase 2,sector 25,15.5,34307.0,5,6,3+,3.0,Moderately Old,4518.0,1,1,1,1,0,0,144
1183,flat,assotech blith,sector 99,0.82,6007.0,2,2,3,0.0,New Property,1365.0,0,0,0,0,0,0,51
1184,house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,480.0,0,0,0,0,0,0,0
1185,house,independent,sector 3 phase 2,0.4,8000.0,2,1,0,1.0,Relatively New,500.0,0,0,0,0,0,0,0
1186,flat,pareena coban residences,sector 99a,1.13,5658.0,3,5,3,5.0,Relatively New,1790.0,0,1,0,0,1,0,49
1187,house,independent,sector 5,3.5,15556.0,6,5,2,3.0,Old Property,2250.0,1,1,0,1,1,2,155
1188,flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,0,15
1189,flat,experion the heartsong,sector 108,0.9,7015.0,2,3,3,7.0,Relatively New,1161.0,0,1,0,0,1,0,72
1190,flat,paras dews,sector 106,1.05,8537.0,3,4,3+,10.0,Relatively New,1345.0,0,1,0,0,0,0,174
1191,flat,tulip violet,sector 69,2.05,9951.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,0,157
1192,flat,dlf the primus,sector 82a,2.85,10936.0,4,4,3+,2.0,New Property,2179.0,0,1,0,0,0,2,174
1193,house,independent,sector 4,0.5,9259.0,5,3,2,3.0,Old Property,540.0,0,0,0,0,0,0,0
1194,house,independent,sector 15,1.07,11889.0,2,2,1,1.0,Old Property,900.0,0,1,0,0,0,0,7
1195,flat,capital residences 360,sector 70a,1.68,8502.0,3,3,3+,5.0,New Property,1900.0,0,1,0,0,0,0,141
1197,flat,orchid petals,sector 49,4.79,11629.0,5,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,0,49
1198,flat,today callidora,sector 73,1.0,7692.0,2,2,2,13.0,New Property,1444.0,0,0,0,0,0,0,0
1199,flat,supertech araville,sector 79,0.9,5882.0,2,2,3,5.0,Relatively New,1450.0,1,0,0,0,0,0,53
